Frame,Rz,Ry,Rx,Tx,Ty,Tz,Tz
2315510,29.8219648,9.8581052,144.1090543,2.713,-17.421,-133.452,-3.70E+28
2315518,29.8338795,9.8600443,144.1164577,2.705,-17.453,-133.493,-3.70E+28
2315526,29.7877147,9.8519914,144.0895945,2.689,-17.488,-133.395,-3.70E+28
2315534,29.7505248,9.8375251,144.0952865,2.705,-17.472,-133.333,-3.70E+28
2315542,29.7792885,9.8473369,144.0956033,2.743,-17.46,-133.335,-3.70E+28
2315550,29.7896041,9.8534048,144.0869803,2.737,-17.475,-133.351,-3.70E+28
2315558,29.7400563,9.836078,144.0878795,2.7,-17.484,-133.372,-3.70E+28
2315566,29.7280301,9.8454817,144.0413589,2.699,-17.496,-133.346,-3.70E+28
2315574,29.7754441,9.8518663,144.0755314,2.704,-17.475,-133.379,-3.70E+28
2315582,29.7855679,9.8517827,144.0877753,2.702,-17.466,-133.384,-3.70E+28
2315590,29.7789057,9.844351,144.1053903,2.692,-17.446,-133.379,-3.70E+28
2315598,29.7969572,9.8391115,144.1446474,2.685,-17.402,-133.387,-3.70E+28
2315606,29.8628038,9.8393692,144.2212305,2.686,-17.319,-133.42,-3.70E+28
2315614,30.5853064,9.8783302,144.9213651,2.717,-16.674,-133.832,-3.70E+28
2315622,30.645595,9.8850312,144.9669328,2.757,-16.654,-133.857,-3.70E+28
2315630,30.6076202,9.8777107,144.9486256,2.744,-16.682,-133.851,-3.70E+28
2315638,30.6184502,9.8833699,144.9418984,2.762,-16.692,-133.826,-3.70E+28
2315646,30.6386372,9.8923378,144.93466,2.781,-16.694,-133.837,-3.70E+28
2315654,30.6529924,9.8998778,144.9256332,2.788,-16.712,-133.841,-3.70E+28
2315662,30.4712803,9.8728188,144.8106739,2.737,-16.783,-133.743,-3.70E+28
2315670,30.5391147,9.8729003,144.8873372,2.736,-16.715,-133.784,-3.70E+28
2315678,30.5885065,9.8718282,144.9467597,2.744,-16.657,-133.8,-3.70E+28
2315686,30.614393,9.880652,144.9464187,2.751,-16.664,-133.823,-3.70E+28
2315694,30.6208881,9.8764317,144.9678661,2.743,-16.64,-133.842,-3.70E+28
2315702,30.6724301,9.8750389,145.0305217,2.737,-16.573,-133.867,-3.70E+28
2315710,31.4477065,9.9124369,145.7603038,2.695,-15.873,-134.356,-3.70E+28
2315718,31.7469859,9.9224063,146.0480591,2.768,-15.636,-134.501,-3.70E+28
2315726,31.9176919,9.9697054,146.0758659,2.847,-15.64,-134.539,-3.70E+28
2315734,31.8719011,9.9543846,146.0769239,2.843,-15.647,-134.519,-3.70E+28
2315742,31.8403361,9.9391712,146.0926966,2.813,-15.639,-134.523,-3.70E+28
2315750,31.8340569,9.9364339,146.0949042,2.822,-15.637,-134.504,-3.70E+28
2315758,31.8747533,9.9519102,146.0879262,2.863,-15.639,-134.493,-3.70E+28
2315766,31.885183,9.9583183,146.0782621,2.869,-15.656,-134.486,-3.70E+28
2315774,31.7734957,9.9408333,146.0165044,2.82,-15.679,-134.451,-3.70E+28
2315782,31.8128899,9.940413,146.0596356,2.821,-15.651,-134.479,-3.70E+28
2315790,31.8579985,9.9489756,146.0796941,2.834,-15.638,-134.498,-3.70E+28
2315798,31.8586762,9.944904,146.0935617,2.833,-15.626,-134.498,-3.70E+28
2315806,31.8888864,9.944261,146.1275382,2.837,-15.593,-134.5,-3.70E+28
2315814,31.9434083,9.9348608,146.2152692,2.835,-15.501,-134.52,-3.70E+28
2315822,32.904997,9.973768,147.0775611,2.843,-14.698,-135.071,-3.70E+28
2315830,33.2633108,9.9846958,147.3986517,2.92,-14.4,-135.204,-3.70E+28
2315838,33.3547018,10.0114789,147.4051999,2.956,-14.412,-135.224,-3.70E+28
2315846,33.2871924,10.0051471,147.3585939,2.917,-14.469,-135.212,-3.70E+28
2315854,33.230893,9.9852377,147.3650939,2.906,-14.456,-135.185,-3.70E+28
2315862,33.2771627,10.0028524,147.3558607,2.941,-14.47,-135.178,-3.70E+28
2315870,33.2978523,10.009597,147.3552567,2.95,-14.471,-135.197,-3.70E+28
2315878,33.2904846,10.0082646,147.3521517,2.941,-14.475,-135.188,-3.70E+28
2315886,33.189555,9.9905726,147.3077593,2.918,-14.493,-135.143,-3.70E+28
2315894,33.2656489,10.0004332,147.3520531,2.929,-14.46,-135.181,-3.70E+28
2315902,33.2988805,10.0072421,147.3635754,2.929,-14.453,-135.21,-3.70E+28
2315910,33.3126877,10.0022022,147.3927696,2.923,-14.424,-135.209,-3.70E+28
2315918,33.3912491,10.0052893,147.4601345,2.933,-14.354,-135.223,-3.70E+28
2315926,34.2948858,10.0389216,148.220935,2.969,-13.64,-135.651,-3.70E+28
2315934,34.4323401,10.0513443,148.3115607,3,-13.558,-135.703,-3.70E+28
2315942,34.4424495,10.0574382,148.3026143,2.994,-13.575,-135.687,-3.70E+28
2315950,34.3873691,10.0377996,148.3105514,2.989,-13.557,-135.678,-3.70E+28
2315958,34.439078,10.0581961,148.2972013,3.022,-13.567,-135.664,-3.70E+28
2315966,34.4425686,10.0639062,148.2832654,3.021,-13.585,-135.68,-3.70E+28
2315974,34.4033662,10.0583123,148.2636359,2.99,-13.605,-135.714,-3.70E+28
2315982,34.2937716,10.042749,148.2083304,2.979,-13.64,-135.613,-3.70E+28
2315990,34.376355,10.051278,148.2596737,2.991,-13.594,-135.64,-3.70E+28
2315998,34.428143,10.0547343,148.2974571,2.991,-13.558,-135.671,-3.70E+28
2316006,34.4687465,10.056464,148.3299574,2.988,-13.528,-135.691,-3.70E+28
2316014,34.5335422,10.0530052,148.4003487,2.987,-13.457,-135.71,-3.70E+28
2316022,34.6209909,10.0590715,148.4628295,2.99,-13.398,-135.752,-3.70E+28
2316030,34.7062546,10.0611686,148.5348881,2.998,-13.329,-135.775,-3.70E+28
2316038,35.2367813,10.0814586,148.9549383,3.066,-12.944,-135.983,-3.70E+28
2316046,35.2808084,10.0939027,148.957631,3.068,-12.936,-136.013,-3.70E+28
2316054,35.2473568,10.0856471,148.9520526,3.053,-12.947,-136.025,-3.70E+28
2316062,35.0644501,10.0787145,148.8083463,3.03,-13.067,-135.91,-3.70E+28
2316070,35.1198375,10.0708535,148.8814388,3.028,-12.995,-135.927,-3.70E+28
2316078,35.2011696,10.0801864,148.9268298,3.037,-12.957,-135.961,-3.70E+28
2316086,35.2422169,10.0778435,148.9704454,3.039,-12.914,-135.979,-3.70E+28
2316094,35.2791549,10.0810221,148.9940578,3.047,-12.891,-135.993,-3.70E+28
2316102,35.3464045,10.0822916,149.0502068,3.059,-12.836,-136.007,-3.70E+28
2316110,35.455569,10.0903738,149.1233092,3.065,-12.765,-136.052,-3.70E+28
2316118,35.551945,10.0898772,149.2098181,3.063,-12.679,-136.096,-3.70E+28
2316126,36.3238215,10.1362035,149.7437845,3.128,-12.191,-136.368,-3.70E+28
2316134,36.2685121,10.1194692,149.7446565,3.129,-12.181,-136.386,-3.70E+28
2316142,36.3326558,10.1430458,149.7317129,3.154,-12.196,-136.388,-3.70E+28
2316150,36.2773404,10.1325855,149.7145722,3.132,-12.22,-136.4,-3.70E+28
2316158,36.0871174,10.1120936,149.6107145,3.107,-12.302,-136.299,-3.70E+28
2316166,36.1675837,10.1132384,149.6763938,3.11,-12.239,-136.318,-3.70E+28
2316174,36.2752171,10.1185205,149.7530865,3.115,-12.159,-136.358,-3.70E+28
2316182,36.3841686,10.1264783,149.8228441,3.12,-12.09,-136.395,-3.70E+28
2316190,36.4946985,10.1274865,149.9133793,3.124,-11.999,-136.434,-3.70E+28
2316198,37.4811269,10.1607579,150.6327159,3.159,-11.325,-136.845,-3.70E+28
2316206,37.4370803,10.1670489,150.5796732,3.169,-11.383,-136.81,-3.70E+28
2316214,37.4641908,10.1812148,150.5621752,3.194,-11.394,-136.789,-3.70E+28
2316222,37.444119,10.1786194,150.5531694,3.196,-11.405,-136.787,-3.70E+28
2316230,37.4315518,10.1818301,150.53407,3.194,-11.43,-136.793,-3.70E+28
2316238,37.3857087,10.1691264,150.5323218,3.174,-11.43,-136.797,-3.70E+28
2316246,37.318451,10.1668378,150.4841298,3.17,-11.453,-136.737,-3.70E+28
2316254,37.3864248,10.1686815,150.5341417,3.169,-11.412,-136.758,-3.70E+28
2316262,37.4260848,10.1706509,150.5607595,3.164,-11.387,-136.777,-3.70E+28
2316270,37.4340377,10.1706436,150.5672105,3.161,-11.381,-136.78,-3.70E+28
2316278,37.4795748,10.1619548,150.6281377,3.157,-11.314,-136.789,-3.70E+28
2316286,38.5191006,10.1922331,151.3637617,3.158,-10.568,-137.223,-3.70E+28
2316294,39.0181326,10.2208804,151.6667454,3.188,-10.309,-137.368,-3.70E+28
2316302,39.0798404,10.2284881,151.6928814,3.238,-10.276,-137.327,-3.70E+28
2316310,39.0268531,10.2280757,151.6540779,3.254,-10.32,-137.312,-3.70E+28
2316318,38.9875746,10.2275932,151.6257257,3.248,-10.365,-137.338,-3.70E+28
2316326,38.9693259,10.225771,151.6168152,3.233,-10.374,-137.329,-3.70E+28
2316334,38.967135,10.2249321,151.6174054,3.239,-10.37,-137.313,-3.70E+28
2316342,38.9533333,10.2197481,151.6208569,3.223,-10.359,-137.331,-3.70E+28
2316350,38.8942496,10.2166325,151.5844859,3.219,-10.378,-137.287,-3.70E+28
2316358,38.9842851,10.2313841,151.6130939,3.23,-10.354,-137.307,-3.70E+28
2316366,39.0124392,10.2239332,151.6542866,3.222,-10.312,-137.321,-3.70E+28
2316374,39.0593648,10.2174275,151.7070251,3.221,-10.254,-137.327,-3.70E+28
2316382,39.1627906,10.2185717,151.781588,3.225,-10.176,-137.352,-3.70E+28
2316390,40.3264427,10.2383268,152.5790526,3.25,-9.391,-137.777,-3.70E+28
2316398,40.4923321,10.2783324,152.5934471,3.31,-9.396,-137.775,-3.70E+28
2316406,40.433287,10.266997,152.5808221,3.319,-9.406,-137.731,-3.70E+28
2316414,40.4230896,10.2783402,152.5442678,3.32,-9.452,-137.755,-3.70E+28
2316422,40.4361321,10.2847085,152.5370887,3.321,-9.465,-137.745,-3.70E+28
2316430,40.4358154,10.2758914,152.5596397,3.329,-9.435,-137.717,-3.70E+28
2316438,40.4143207,10.2759228,152.5442792,3.299,-9.441,-137.746,-3.70E+28
2316446,40.3166944,10.2609959,152.5133719,3.286,-9.458,-137.702,-3.70E+28
2316454,40.3866036,10.2681901,152.5445555,3.29,-9.427,-137.724,-3.70E+28
2316462,40.4093569,10.2731575,152.5478969,3.287,-9.428,-137.745,-3.70E+28
2316470,40.4079731,10.2703806,152.5540913,3.278,-9.418,-137.748,-3.70E+28
2316478,40.4440538,10.2677086,152.5866272,3.268,-9.377,-137.756,-3.70E+28
2316486,40.5313986,10.262427,152.6621126,3.262,-9.293,-137.769,-3.70E+28
2316494,41.8667912,10.3008169,153.4828492,3.293,-8.47,-138.156,-3.70E+28
2316502,42.2372824,10.3096837,153.706794,3.342,-8.291,-138.271,-3.70E+28
2316510,42.1668847,10.3150123,153.647124,3.362,-8.363,-138.225,-3.70E+28
2316518,42.1216267,10.30796,153.6346698,3.356,-8.376,-138.212,-3.70E+28
2316526,42.1299802,10.3101924,153.6346608,3.369,-8.377,-138.211,-3.70E+28
2316534,42.1642429,10.3271042,153.6154003,3.394,-8.4,-138.19,-3.70E+28
2316542,42.1002391,10.3084092,153.6193868,3.37,-8.398,-138.2,-3.70E+28
2316550,41.9502626,10.3018327,153.5360573,3.349,-8.447,-138.135,-3.70E+28
2316558,42.0466408,10.3025193,153.598467,3.356,-8.396,-138.169,-3.70E+28
2316566,42.1289104,10.3082435,153.6387884,3.362,-8.359,-138.198,-3.70E+28
2316574,42.1032717,10.3036817,153.6331345,3.351,-8.37,-138.212,-3.70E+28
2316582,42.0896161,10.3046673,153.6216384,3.341,-8.374,-138.212,-3.70E+28
2316590,42.0334497,10.2782916,153.6499681,3.24,-8.303,-138.148,-3.70E+28
2316598,42.1716329,10.2698296,153.7622827,3.238,-8.186,-138.056,-3.70E+28
2316606,42.7804759,10.2933805,154.1005116,3.264,-7.839,-138.212,-3.70E+28
2316614,43.9088415,10.3551434,154.6623162,3.308,-7.301,-138.615,-3.70E+28
2316622,44.7022971,10.324626,155.2155044,3.389,-6.768,-138.812,-3.70E+28
2316630,44.9252839,10.362016,155.2607958,3.433,-6.744,-138.871,-3.70E+28
2316638,44.9184551,10.381427,155.2115821,3.454,-6.79,-138.846,-3.70E+28
2316646,44.8907349,10.3756567,155.2085475,3.471,-6.799,-138.814,-3.70E+28
2316654,44.8806903,10.3733822,155.2078753,3.477,-6.794,-138.807,-3.70E+28
2316662,44.8215807,10.3675999,155.1861913,3.464,-6.82,-138.83,-3.70E+28
2316670,44.8556328,10.3768729,155.1848437,3.469,-6.825,-138.847,-3.70E+28
2316678,44.8331562,10.3693854,155.1889187,3.463,-6.813,-138.831,-3.70E+28
2316686,44.8287415,10.3661594,155.1938128,3.448,-6.796,-138.804,-3.70E+28
2316694,44.8698247,10.3767032,155.1936813,3.444,-6.8,-138.825,-3.70E+28
2316702,44.860805,10.3741057,155.194368,3.438,-6.8,-138.819,-3.70E+28
2316710,45.0481243,10.3378308,155.3895343,3.402,-6.606,-138.744,-3.70E+28
2316718,45.7501542,10.389299,155.6793876,3.485,-6.339,-138.785,-3.70E+28
2316726,46.2623418,10.3813304,155.9889399,3.441,-6.02,-139.1,-3.70E+28
2316734,46.7426803,10.385541,156.2475599,3.502,-5.749,-139.161,-3.70E+28
2316742,46.7551863,10.4077447,156.2048814,3.527,-5.798,-139.172,-3.70E+28
2316750,46.9673485,10.4240859,156.2855937,3.619,-5.742,-139.054,-3.70E+28
2316758,46.6925422,10.3903098,156.2091371,3.533,-5.779,-139.199,-3.70E+28
2316766,46.7945654,10.4293927,156.1783731,3.549,-5.827,-139.2,-3.70E+28
2316774,46.6905135,10.395791,156.1957521,3.53,-5.8,-139.192,-3.70E+28
2316782,46.6854676,10.4013107,156.1806058,3.538,-5.813,-139.196,-3.70E+28
2316790,46.6276768,10.3866662,156.1812947,3.518,-5.812,-139.13,-3.70E+28
2316798,46.7283742,10.4071512,156.1913494,3.517,-5.802,-139.185,-3.70E+28
2316806,46.7292116,10.3989178,156.2102132,3.498,-5.775,-139.185,-3.70E+28
2316814,46.782824,10.3993584,156.2389006,3.492,-5.739,-139.189,-3.70E+28
2316822,48.0498442,10.4305724,156.8550625,3.496,-5.078,-139.342,-3.70E+28
2316830,49.0673792,10.4607557,157.3187225,3.548,-4.626,-139.634,-3.70E+28
2316838,49.4738216,10.4752862,157.4940565,3.591,-4.479,-139.686,-3.70E+28
2316846,49.315166,10.4465292,157.4746837,3.561,-4.5,-139.674,-3.70E+28
2316854,49.361847,10.4625664,157.464398,3.593,-4.513,-139.67,-3.70E+28
2316862,49.4553626,10.4770784,157.480983,3.644,-4.502,-139.661,-3.70E+28
2316870,49.3815506,10.4646181,157.4700175,3.627,-4.512,-139.665,-3.70E+28
2316878,49.2934246,10.4492533,157.4579374,3.583,-4.528,-139.678,-3.70E+28
2316886,49.3001162,10.4495156,157.4607668,3.568,-4.518,-139.693,-3.70E+28
2316894,49.2708696,10.4481688,157.44882,3.577,-4.508,-139.636,-3.70E+28
2316902,49.3912274,10.4700411,157.4634636,3.589,-4.499,-139.661,-3.70E+28
2316910,49.8011427,10.4613914,157.6869744,3.555,-4.266,-139.57,-3.70E+28
2316918,50.4502282,10.4433728,158.0430702,3.54,-3.913,-139.752,-3.70E+28
2316926,51.4836505,10.4982708,158.4243949,3.595,-3.519,-139.992,-3.70E+28
2316934,52.3562598,10.5108068,158.8035595,3.672,-3.135,-140.081,-3.70E+28
2316942,52.5255387,10.5195224,158.8634201,3.685,-3.079,-140.156,-3.70E+28
2316950,52.4906139,10.5168367,158.8528507,3.674,-3.08,-140.15,-3.70E+28
2316958,52.4039685,10.4977829,158.8511162,3.68,-3.089,-140.129,-3.70E+28
2316966,52.4341513,10.5106954,158.8393,3.686,-3.1,-140.187,-3.70E+28
2316974,52.4513755,10.5206464,158.8274574,3.689,-3.117,-140.184,-3.70E+28
2316982,52.4571377,10.5144534,158.8423312,3.701,-3.095,-140.144,-3.70E+28
2316990,52.2662744,10.5017598,158.780372,3.674,-3.15,-140.093,-3.70E+28
2316998,52.4151601,10.5212835,158.8096882,3.687,-3.126,-140.143,-3.70E+28
2317006,52.4399522,10.5188294,158.8258477,3.683,-3.113,-140.149,-3.70E+28
2317014,52.6731143,10.4902361,158.9879779,3.696,-2.936,-139.969,-3.70E+28
2317022,53.4627855,10.5204618,159.2807981,3.689,-2.636,-140.125,-3.70E+28
2317030,54.2059564,10.5314293,159.5831117,3.703,-2.319,-140.344,-3.70E+28
2317038,54.4459946,10.5187583,159.7100113,3.693,-2.192,-140.37,-3.70E+28
2317046,54.4876135,10.5312507,159.7040297,3.704,-2.182,-140.314,-3.70E+28
2317054,54.4603093,10.5430863,159.6699154,3.718,-2.226,-140.398,-3.70E+28
2317062,54.5379224,10.547696,159.6942728,3.764,-2.211,-140.398,-3.70E+28
2317070,54.528884,10.5493182,159.6873455,3.765,-2.222,-140.408,-3.70E+28
2317078,54.4754471,10.546207,159.6704536,3.757,-2.232,-140.402,-3.70E+28
2317086,54.4282316,10.5353899,159.6708356,3.744,-2.234,-140.407,-3.70E+28
2317094,54.4087156,10.5293811,159.6739191,3.737,-2.228,-140.349,-3.70E+28
2317102,54.4828085,10.5441376,159.6775231,3.747,-2.225,-140.379,-3.70E+28
2317110,54.4446471,10.538631,159.671689,3.728,-2.229,-140.392,-3.70E+28
2317118,54.4235723,10.5347379,159.6700844,3.728,-2.227,-140.377,-3.70E+28
2317126,54.4594097,10.5340502,159.6866896,3.729,-2.203,-140.38,-3.70E+28
2317134,54.5724416,10.5342126,159.7345166,3.721,-2.142,-140.404,-3.70E+28
2317142,54.7198654,10.5331163,159.7991035,3.704,-2.068,-140.436,-3.70E+28
2317150,57.028075,10.5700584,160.6737222,3.685,-1.128,-140.745,-3.70E+28
2317158,57.9141251,10.6054065,160.9558585,3.752,-0.844,-140.788,-3.70E+28
2317166,57.9492175,10.5829371,161.0091771,3.784,-0.808,-140.829,-3.70E+28
2317174,57.7900047,10.5969554,160.9229862,3.808,-0.918,-140.827,-3.70E+28
2317182,57.7970856,10.6105534,160.9015577,3.817,-0.955,-140.827,-3.70E+28
2317190,57.7927842,10.6032021,160.9129584,3.829,-0.938,-140.798,-3.70E+28
2317198,57.1122525,10.5770201,160.6943466,3.768,-1.125,-140.715,-3.70E+28
2317206,57.4474943,10.5923312,160.7982571,3.787,-1.024,-140.76,-3.70E+28
2317214,57.6565768,10.5952069,160.8744551,3.793,-0.953,-140.788,-3.70E+28
2317222,57.7398786,10.5955583,160.9060937,3.796,-0.929,-140.808,-3.70E+28
2317230,57.7726222,10.6016267,160.9079648,3.811,-0.933,-140.8,-3.70E+28
2317238,57.718126,10.5989161,160.8917001,3.808,-0.954,-140.798,-3.70E+28
2317246,57.8087961,10.5987668,160.9270248,3.81,-0.913,-140.793,-3.70E+28
2317254,57.9979919,10.5908381,161.0139035,3.812,-0.82,-140.791,-3.70E+28
2317262,60.7392774,10.6241178,161.9678262,3.865,0.184,-141.062,-3.70E+28
2317270,62.1094091,10.651589,162.3996536,3.902,0.648,-141.192,-3.70E+28
2317278,62.4936355,10.6486525,162.5351681,3.919,0.775,-141.258,-3.70E+28
2317286,62.4575646,10.6587982,162.5064677,3.943,0.734,-141.213,-3.70E+28
2317294,62.444686,10.6722137,162.4802929,3.961,0.71,-141.222,-3.70E+28
2317302,62.4216779,10.6603048,162.4918451,3.948,0.72,-141.249,-3.70E+28
2317310,62.3692725,10.6617378,162.4717127,3.944,0.696,-141.247,-3.70E+28
2317318,62.2850167,10.6566624,162.4513119,3.92,0.674,-141.253,-3.70E+28
2317326,62.0529517,10.64037,162.3986965,3.919,0.632,-141.189,-3.70E+28
2317334,62.3027954,10.65523,162.4597003,3.94,0.693,-141.211,-3.70E+28
2317342,62.3935519,10.6596235,162.4834039,3.946,0.71,-141.226,-3.70E+28
2317350,62.3818884,10.6631446,162.473711,3.943,0.699,-141.242,-3.70E+28
2317358,62.3713323,10.659312,162.4763616,3.937,0.706,-141.244,-3.70E+28
2317366,62.439391,10.6620255,162.495058,3.936,0.732,-141.253,-3.70E+28
2317374,62.5588009,10.6575976,162.542688,3.929,0.787,-141.258,-3.70E+28
2317382,62.7421847,10.657824,162.6041533,3.927,0.855,-141.268,-3.70E+28
2317390,62.9255996,10.6578565,162.6656302,3.924,0.924,-141.279,-3.70E+28
2317398,63.1857122,10.6623009,162.7452314,3.925,1.018,-141.286,-3.70E+28
2317406,63.4188368,10.6643018,162.8192709,3.924,1.102,-141.29,-3.70E+28
2317414,63.6314366,10.6591946,162.8974086,3.912,1.188,-141.301,-3.70E+28
2317422,63.9855591,10.6575505,163.0156826,3.913,1.323,-141.311,-3.70E+28
2317430,64.3880373,10.6591257,163.1433265,3.919,1.461,-141.331,-3.70E+28
2317438,64.8558241,10.668851,163.2777007,3.936,1.604,-141.354,-3.70E+28
2317446,66.7737623,10.7105877,163.8095545,4.009,2.133,-141.542,-3.70E+28
2317454,66.6802585,10.6951463,163.8043562,4.004,2.125,-141.563,-3.70E+28
2317462,66.6781011,10.71215,163.778145,4.01,2.089,-141.594,-3.70E+28
2317470,66.6942557,10.7078694,163.78949,4.023,2.097,-141.582,-3.70E+28
2317478,66.6573445,10.7156901,163.7665064,4.034,2.073,-141.582,-3.70E+28
2317486,66.3882839,10.6920958,163.719949,3.992,2.044,-141.518,-3.70E+28
2317494,66.6137402,10.7027532,163.7726889,4.012,2.096,-141.537,-3.70E+28
2317502,66.6889385,10.7053505,163.7916587,4.013,2.113,-141.562,-3.70E+28
2317510,66.7224871,10.7097206,163.7952885,4.015,2.113,-141.578,-3.70E+28
2317518,66.6545125,10.7074699,163.7780039,4.009,2.095,-141.577,-3.70E+28
2317526,66.6823213,10.712099,163.7795055,4.008,2.104,-141.583,-3.70E+28
2317534,66.6698848,10.7083475,163.781361,3.998,2.109,-141.581,-3.70E+28
2317542,66.7562558,10.7056708,163.8116209,3.989,2.148,-141.586,-3.70E+28
2317550,66.9227665,10.7054667,163.8623415,3.982,2.209,-141.599,-3.70E+28
2317558,67.149651,10.706127,163.9297057,3.977,2.289,-141.604,-3.70E+28
2317566,67.415823,10.707164,164.0078526,3.974,2.38,-141.612,-3.70E+28
2317574,67.7079041,10.7002884,164.1048254,3.962,2.49,-141.625,-3.70E+28
2317582,68.1487753,10.7057821,164.2265615,3.966,2.627,-141.643,-3.70E+28
2317590,68.5821051,10.7060692,164.3523709,3.964,2.765,-141.663,-3.70E+28
2317598,71.7920207,10.7480724,165.1892683,4.014,3.658,-141.84,-3.70E+28
2317606,72.273759,10.7627262,165.2982605,4.055,3.744,-141.887,-3.70E+28
2317614,72.5544362,10.7663483,165.3679016,4.09,3.787,-141.95,-3.70E+28
2317622,72.3871931,10.7710235,165.3171902,4.103,3.727,-141.944,-3.70E+28
2317630,72.271006,10.7643421,165.2953308,4.092,3.698,-141.94,-3.70E+28
2317638,72.2886592,10.7681071,165.294919,4.107,3.706,-141.94,-3.70E+28
2317646,71.9516413,10.7541435,165.2238439,4.07,3.662,-141.87,-3.70E+28
2317654,72.0825549,10.7577446,165.253996,4.08,3.682,-141.885,-3.70E+28
2317662,72.2322949,10.7583773,165.2931222,4.085,3.716,-141.913,-3.70E+28
2317670,72.3607963,10.7657802,165.317283,4.102,3.734,-141.928,-3.70E+28
2317678,72.3352559,10.7673305,165.3083833,4.106,3.717,-141.934,-3.70E+28
2317686,72.3016896,10.7622516,165.3063445,4.097,3.716,-141.944,-3.70E+28
2317694,72.2924733,10.7598514,165.3071512,4.093,3.721,-141.949,-3.70E+28
2317702,72.3664053,10.7660759,165.3183735,4.098,3.742,-141.954,-3.70E+28
2317710,72.4095786,10.7638867,165.3328173,4.088,3.763,-141.963,-3.70E+28
2317718,72.5646476,10.7626901,165.3755513,4.084,3.814,-141.965,-3.70E+28
2317726,72.7531224,10.7595408,165.4295645,4.073,3.88,-141.975,-3.70E+28
2317734,73.0294166,10.7604328,165.5009167,4.067,3.967,-141.986,-3.70E+28
2317742,73.2759435,10.7603943,165.5653174,4.061,4.043,-141.998,-3.70E+28
2317750,73.6027389,10.7583077,165.6528307,4.055,4.147,-142.009,-3.70E+28
2317758,73.8950819,10.7561922,165.7308874,4.05,4.234,-142.012,-3.70E+28
2317766,74.3286556,10.7653378,165.829589,4.057,4.348,-142.032,-3.70E+28
2317774,74.7957713,10.7738622,165.9366566,4.063,4.471,-142.044,-3.70E+28
2317782,75.1245797,10.7729624,166.0203142,4.06,4.561,-142.049,-3.70E+28
2317790,75.4287089,10.7706703,166.0990242,4.054,4.648,-142.063,-3.70E+28
2317798,75.732757,10.7679622,166.1777088,4.047,4.736,-142.076,-3.70E+28
2317806,75.8372857,10.775243,166.1941539,4.055,4.754,-142.068,-3.70E+28
2317814,76.0234282,10.7783338,166.2359406,4.059,4.801,-142.071,-3.70E+28
2317822,76.1148311,10.777136,166.2598502,4.055,4.826,-142.076,-3.70E+28
2317830,76.1846381,10.7799047,166.2734043,4.058,4.84,-142.071,-3.70E+28
2317838,76.2321041,10.7791743,166.2859228,4.055,4.854,-142.073,-3.70E+28
2317846,76.3214715,10.781183,166.3051731,4.058,4.877,-142.07,-3.70E+28
2317854,76.3533906,10.7812401,166.3128756,4.059,4.885,-142.07,-3.70E+28
2317862,76.3478829,10.7790125,166.3143524,4.057,4.884,-142.066,-3.70E+28
2317870,76.3575095,10.7767668,166.3195366,4.056,4.888,-142.063,-3.70E+28
2317878,76.397909,10.7744111,166.332342,4.052,4.902,-142.069,-3.70E+28
2317886,76.5099347,10.7784162,166.3544909,4.059,4.927,-142.072,-3.70E+28
2317894,76.5719031,10.7773368,166.370875,4.058,4.945,-142.075,-3.70E+28
2317902,76.6338406,10.7762381,166.3872529,4.057,4.963,-142.078,-3.70E+28
2317910,76.6661686,10.7715307,166.4009929,4.048,4.973,-142.086,-3.70E+28
2317918,76.9087679,10.7785585,166.4506574,4.06,5.03,-142.094,-3.70E+28
2317926,77.0257936,10.7754606,166.4826437,4.056,5.063,-142.104,-3.70E+28
2317934,77.1428087,10.7723023,166.5146167,4.052,5.096,-142.115,-3.70E+28
2317942,77.4469407,10.7761807,166.5823143,4.058,5.17,-142.123,-3.70E+28
2317950,77.6643458,10.7794376,166.6298522,4.064,5.22,-142.123,-3.70E+28
2317958,77.9281856,10.7843003,166.6861459,4.071,5.281,-142.132,-3.70E+28
2317966,78.192015,10.7889084,166.7424579,4.077,5.342,-142.141,-3.70E+28
2317974,78.3410862,10.7886371,166.7776603,4.077,5.372,-142.134,-3.70E+28
2317982,78.6138173,10.7906253,166.8387571,4.077,5.438,-142.151,-3.70E+28
2317990,78.8017275,10.7912288,166.8815848,4.074,5.483,-142.156,-3.70E+28
2317998,79.0614862,10.7982639,166.9330336,4.084,5.539,-142.155,-3.70E+28
2318006,79.2085722,10.8005513,166.9640989,4.089,5.566,-142.146,-3.70E+28
2318014,79.2591232,10.7927518,166.9850804,4.076,5.585,-142.153,-3.70E+28
2318022,79.3626115,10.7990613,167.0012024,4.085,5.599,-142.145,-3.70E+28
2318030,79.3955077,10.7932431,167.0157093,4.078,5.611,-142.14,-3.70E+28
2318038,79.5158431,10.7967533,167.0389796,4.085,5.635,-142.136,-3.70E+28
2318046,79.5872052,10.7978305,167.053957,4.088,5.648,-142.135,-3.70E+28
2318054,79.6670701,10.7999812,167.0695658,4.091,5.665,-142.13,-3.70E+28
2318062,79.6841635,10.7954459,167.0788675,4.087,5.673,-142.128,-3.70E+28
2318070,79.7559121,10.7987265,167.0912511,4.094,5.684,-142.128,-3.70E+28
2318078,79.6685903,10.7947249,167.0761884,4.089,5.662,-142.128,-3.70E+28
