Frame,Rz,Ry,Rx,Tx,Ty,Tz
1412358,-32.4937284,-24.9657882,105.5535701,-26.011,-29.26,-93.609
1412366,-32.698182,-24.9514609,105.9515188,-26.035,-29.159,-94.049
1412374,-32.7767143,-24.9943775,105.9934022,-26.003,-29.132,-94.025
1412382,-32.7519042,-24.9765259,105.9899603,-25.996,-29.133,-94.056
1412390,-32.7511487,-24.9733317,105.9958901,-25.993,-29.144,-94.091
1412398,-32.7379023,-24.9521369,106.0206237,-25.984,-29.154,-94.164
1412406,-32.7311492,-24.944866,106.0251883,-25.972,-29.156,-94.175
1412414,-32.6704729,-24.8898534,106.0427418,-25.933,-29.161,-94.285
1412422,-32.7388669,-24.9444369,106.0398832,-25.974,-29.128,-94.143
1412430,-32.9292403,-25.0560175,106.1235639,-26.078,-29.039,-93.942
1412438,-33.1771235,-25.0133264,106.6563637,-26.102,-28.939,-94.427
1412446,-33.3233496,-24.9480318,107.059562,-26.032,-28.916,-94.949
1412454,-33.2251815,-24.7863251,107.2560281,-25.917,-28.951,-95.317
1412462,-33.3081593,-24.8535061,107.2476508,-25.92,-28.936,-95.203
1412470,-33.4658452,-24.9988685,107.191906,-25.985,-28.887,-94.948
1412478,-33.4218823,-24.9726543,107.1749874,-25.999,-28.874,-94.964
1412486,-33.2943572,-24.8685107,107.1895486,-25.951,-28.903,-95.09
1412494,-33.2873354,-24.8570604,107.2033439,-25.928,-28.916,-95.134
1412502,-33.4163928,-24.9606677,107.1925959,-25.982,-28.87,-94.995
1412510,-33.4589446,-24.9865724,107.2077524,-25.997,-28.846,-94.836
1412518,-33.592878,-24.9002231,107.6344852,-25.998,-28.758,-95.203
1412526,-33.7751183,-24.7840159,108.2103116,-25.958,-28.69,-95.995
1412534,-33.9342176,-24.8648521,108.298679,-25.914,-28.684,-95.955
1412542,-33.9500719,-24.8735025,108.3061083,-25.914,-28.678,-95.937
1412550,-33.9459369,-24.8760514,108.2933252,-25.914,-28.664,-95.894
1412558,-33.9197493,-24.8654592,108.2726946,-25.908,-28.662,-95.87
1412566,-33.9270122,-24.8752738,108.2628923,-25.908,-28.664,-95.862
1412574,-33.9169053,-24.8605846,108.2788639,-25.909,-28.673,-95.924
1412582,-33.9439404,-24.8622331,108.3211257,-25.941,-28.645,-95.996
1412590,-33.8719068,-24.8018345,108.3350752,-25.917,-28.671,-96.047
1412598,-34.1126365,-25.0143053,108.2649076,-25.912,-28.636,-95.416
1412606,-34.1824746,-24.8685074,108.7108044,-25.934,-28.555,-95.966
1412614,-34.3997286,-24.8126678,109.201218,-25.934,-28.418,-96.594
1412622,-34.4583539,-24.7866576,109.357627,-25.846,-28.444,-96.804
1412630,-34.5020578,-24.8116729,109.3741923,-25.852,-28.439,-96.792
1412638,-34.5375942,-24.8431337,109.3626653,-25.875,-28.417,-96.727
1412646,-34.5177598,-24.834146,109.3498365,-25.87,-28.407,-96.699
1412654,-34.5168658,-24.8407926,109.3334175,-25.862,-28.399,-96.664
1412662,-34.5017866,-24.8263528,109.3407448,-25.865,-28.409,-96.715
1412670,-34.4780892,-24.8289094,109.2955063,-25.887,-28.405,-96.609
1412678,-34.538398,-24.806062,109.4472858,-25.873,-28.386,-96.77
1412686,-34.7276056,-24.7478945,109.891482,-25.837,-28.302,-97.072
1412694,-35.1506916,-24.8360776,110.3876278,-25.897,-28.117,-97.485
1412702,-35.2609309,-24.8078788,110.6296396,-25.826,-28.088,-97.635
1412710,-35.2075597,-24.7607485,110.6482791,-25.797,-28.082,-97.695
1412718,-35.180633,-24.7301797,110.6728959,-25.779,-28.094,-97.794
1412726,-35.1820682,-24.7274733,110.681279,-25.777,-28.111,-97.824
1412734,-35.2150326,-24.7569585,110.6688739,-25.797,-28.103,-97.761
1412742,-35.2349073,-24.7758281,110.6589688,-25.804,-28.081,-97.724
1412750,-35.3475423,-24.8651054,110.6423894,-25.848,-28.006,-97.578
1412758,-35.3157727,-24.8462936,110.6328617,-25.848,-28.023,-97.562
1412766,-35.3962394,-24.7390793,111.0018265,-25.789,-27.978,-97.886
1412774,-35.6714288,-24.670708,111.5953998,-25.793,-27.851,-98.627
1412782,-35.7346497,-24.7097031,111.6093258,-25.771,-27.846,-98.541
1412790,-35.770578,-24.7659706,111.5414683,-25.775,-27.834,-98.35
1412798,-35.7472756,-24.7517839,111.5358862,-25.775,-27.827,-98.372
1412806,-35.6855689,-24.7024455,111.5472784,-25.748,-27.842,-98.456
1412814,-35.6870896,-24.6977086,111.5602462,-25.737,-27.855,-98.49
1412822,-35.7170534,-24.7166351,111.5658865,-25.751,-27.855,-98.475
1412830,-35.7434863,-24.7365366,111.5637341,-25.762,-27.826,-98.426
1412838,-35.694988,-24.7226456,111.5173507,-25.76,-27.847,-98.392
1412846,-35.8443902,-24.7582454,111.6759103,-25.748,-27.771,-98.314
1412854,-36.147373,-24.7312925,112.2138004,-25.794,-27.6,-98.865
1412862,-36.1483324,-24.6135139,112.4762706,-25.735,-27.595,-99.273
1412870,-36.2316763,-24.6819276,112.4551112,-25.709,-27.587,-99.147
1412878,-36.2698025,-24.7146192,112.4423909,-25.724,-27.577,-99.083
1412886,-36.2373682,-24.6956208,112.4337112,-25.717,-27.583,-99.09
1412894,-36.2044431,-24.672306,112.4338115,-25.702,-27.585,-99.121
1412902,-36.1940986,-24.6631283,112.4379477,-25.697,-27.592,-99.142
1412910,-36.3364827,-24.7649428,112.4353444,-25.747,-27.529,-99.006
1412918,-36.266715,-24.707461,112.4533929,-25.734,-27.554,-99.126
1412926,-36.3087895,-24.6329082,112.683976,-25.646,-27.531,-99.248
1412934,-36.6866907,-24.6254429,113.2853789,-25.669,-27.332,-99.768
1412942,-36.8689288,-24.6138917,113.5900879,-25.67,-27.259,-100.111
1412950,-36.895517,-24.6082439,113.6431043,-25.645,-27.245,-100.066
1412958,-36.9067791,-24.6190234,113.6365772,-25.645,-27.228,-100.029
1412966,-36.8792221,-24.609432,113.6156193,-25.63,-27.238,-100.002
1412974,-36.8804995,-24.6146011,113.606197,-25.633,-27.24,-100.002
1412982,-36.869361,-24.6023331,113.6161835,-25.632,-27.25,-100.045
1412990,-36.8677869,-24.5980752,113.6231514,-25.657,-27.232,-100.076
1412998,-36.7832892,-24.5909049,113.5097254,-25.633,-27.275,-99.948
1413006,-37.0833986,-24.6814997,113.7681711,-25.618,-27.162,-99.928
1413014,-37.4110783,-24.6358178,114.3624801,-25.619,-26.991,-100.387
1413022,-37.6135562,-24.5999969,114.7431425,-25.624,-26.851,-100.83
1413030,-37.5133124,-24.5232032,114.7615909,-25.557,-26.878,-100.92
1413038,-37.5112989,-24.5208285,114.7637839,-25.555,-26.889,-100.948
1413046,-37.5764985,-24.5718786,114.7493543,-25.582,-26.885,-100.87
1413054,-37.6052913,-24.58959,114.7535516,-25.598,-26.868,-100.876
1413062,-37.5372587,-24.5445077,114.7506993,-25.575,-26.878,-100.915
1413070,-37.5782272,-24.5751402,114.744806,-25.568,-26.866,-100.856
1413078,-37.5334706,-24.554109,114.7240636,-25.543,-26.898,-100.903
1413086,-37.5570768,-24.5668718,114.7313592,-25.566,-26.872,-100.829
1413094,-37.8326908,-24.5627468,115.1490736,-25.59,-26.7,-101.122
1413102,-38.0995946,-24.5513148,115.5659825,-25.647,-26.544,-101.431
1413110,-38.1502222,-24.5798322,115.5780779,-25.589,-26.562,-101.447
1413118,-38.0271263,-24.4988171,115.5740386,-25.527,-26.595,-101.531
