Frame,Rz,Ry,Rx,Tx,Ty,Tz,State
103054,98.7929586,-60.884662,-126.5244493,3.213,-24.049,-119.37,OK
103062,98.384418,-61.0761612,-126.0147723,2.928,-23.485,-120.506,OK
103070,97.7601531,-61.1635045,-125.4218784,2.58,-22.811,-121.385,OK
103078,98.4180922,-61.1615547,-125.963406,2.815,-23.305,-120.898,OK
103086,98.6031723,-60.9448748,-126.3145087,2.842,-23.507,-119.666,OK
103094,98.7056175,-61.1947496,-126.1678176,2.643,-23.332,-120.632,OK
103102,98.6926436,-61.2838603,-126.0751055,2.548,-23.161,-120.986,OK
103110,98.9017388,-60.9886367,-126.5173269,2.745,-23.5,-119.797,OK
103118,99.5221287,-61.472816,-126.5784917,2.331,-23.463,-120.743,OK
103126,100.6158833,-61.6014626,-127.3491674,2.405,-23.825,-120.897,OK
103134,100.7248837,-61.3516783,-127.6626827,2.534,-24.043,-119.558,OK
103142,100.7889486,-61.4584646,-127.6180137,2.445,-23.964,-119.902,OK
103150,100.3082043,-61.6356615,-127.0690209,2.048,-23.246,-120.794,OK
103158,100.896817,-61.5708897,-127.6036906,2.186,-23.641,-120.356,OK
103166,101.644007,-61.5112291,-128.2581494,2.36,-24.194,-119.395,OK
