Frame,Rz,Ry,Rx,Tx,Ty,Tz
47958,-37.6859693,-39.2962981,87.4132086,18.793,-79.48,-114.582
47966,-37.6844765,-39.2950849,87.4126827,18.795,-79.48,-114.582
47974,-37.6834601,-39.2949879,87.4111748,18.795,-79.481,-114.58
47982,-37.6837712,-39.2951396,87.411444,18.795,-79.481,-114.579
47990,-37.6844547,-39.2957043,87.4116702,18.792,-79.479,-114.579
47998,-37.6852068,-39.2964968,87.411649,18.789,-79.479,-114.58
48006,-37.6859286,-39.2961143,87.4134319,18.79,-79.478,-114.581
48014,-37.6856229,-39.2966709,87.4120546,18.784,-79.474,-114.583
48022,-37.6871017,-39.2972263,87.4135948,18.783,-79.472,-114.585
48030,-37.6898654,-39.2987577,87.4156953,18.783,-79.473,-114.591
48038,-37.6900731,-39.2989518,87.4157285,18.781,-79.471,-114.594
48046,-37.6915637,-39.2991451,87.4178592,18.782,-79.472,-114.598
48054,-37.6930873,-39.3000968,87.4188476,18.78,-79.471,-114.599
48062,-37.6927379,-39.299612,87.4190412,18.78,-79.469,-114.601
48070,-37.6917414,-39.2990627,87.4182795,18.781,-79.472,-114.601
48078,-37.6921089,-39.29917,87.4187107,18.783,-79.472,-114.6
48086,-37.6926741,-39.3001238,87.4181297,18.782,-79.472,-114.6
48094,-37.6927335,-39.298847,87.4202408,18.789,-79.478,-114.602
48102,-37.6918689,-39.2981044,87.4199993,18.789,-79.477,-114.605
48110,-37.6902164,-39.2976123,87.4180755,18.787,-79.476,-114.598
48118,-37.6916686,-39.2976062,87.4204579,18.788,-79.479,-114.601
48126,-37.6916324,-39.297724,87.4202128,18.786,-79.476,-114.603
48134,-37.69159,-39.2973938,87.4206646,18.788,-79.478,-114.602
48142,-37.6918659,-39.2964535,87.4225985,18.792,-79.481,-114.605
48150,-37.6920221,-39.296723,87.4224286,18.791,-79.48,-114.604
48158,-37.6919557,-39.2964825,87.4226994,18.791,-79.48,-114.603
48166,-37.6910278,-39.2958966,87.4221075,18.789,-79.479,-114.603
48174,-37.6919022,-39.2967962,87.4221172,18.787,-79.477,-114.603
48182,-37.6924024,-39.2980277,87.420992,18.784,-79.477,-114.6
48190,-37.6934969,-39.2985156,87.4220107,18.783,-79.476,-114.605
48198,-37.6914164,-39.2979828,87.4194517,18.784,-79.477,-114.605
48206,-37.6923397,-39.2988155,87.4196469,18.784,-79.476,-114.598
48214,-37.6921793,-39.2986826,87.4195945,18.783,-79.476,-114.6
48222,-37.6909724,-39.2986398,87.41769,18.781,-79.474,-114.6
48230,-37.6911827,-39.2983977,87.4184156,18.783,-79.475,-114.599
48238,-37.6893082,-39.2971415,87.4173341,18.784,-79.476,-114.602
48246,-37.6895145,-39.2974669,87.4171579,18.786,-79.478,-114.6
48254,-37.6881227,-39.2963904,87.4165817,18.788,-79.479,-114.599
48262,-37.6871026,-39.2951508,87.4168702,18.792,-79.483,-114.599
48270,-37.6851304,-39.2939857,87.4154851,18.794,-79.483,-114.597
48278,-37.6847469,-39.2937368,87.4152512,18.794,-79.483,-114.593
48286,-37.6824448,-39.2925347,87.4133852,18.795,-79.486,-114.595
48294,-37.6829134,-39.2933044,87.4129368,18.793,-79.484,-114.591
48302,-37.6826043,-39.2934893,87.4121401,18.793,-79.485,-114.588
48310,-37.6830461,-39.2943112,87.4115656,18.791,-79.484,-114.586
48318,-37.6821484,-39.2938026,87.4109008,18.792,-79.486,-114.586
48326,-37.6825848,-39.2939623,87.4113622,18.792,-79.485,-114.585
48334,-37.6830014,-39.2941109,87.4118085,18.791,-79.484,-114.585
48342,-37.6827749,-39.294195,87.4113057,18.791,-79.484,-114.586
